second,Volt
-36.0000E-09,-5.4609365398E-03
-35.8000E-09,-7.9999989830E-03
-35.6000E-09,-11.7499988992E-03
-35.4000E-09,-11.1249989131E-03
-35.2000E-09,-10.4999989271E-03
-35.0000E-09,-9.9140614402E-03
-34.8000E-09,-9.2499989550E-03
-34.6000E-09,-5.4999990389E-03
-34.4000E-09,-4.8749990528E-03
-34.2000E-09,-3.6249990808E-03
-34.0000E-09,-3.3515615869E-03
-33.8000E-09,-2.9999990947E-03
-33.6000E-09,+3.8750007517E-03
-33.4000E-09,+38.2499999834E-03
-33.2000E-09,+78.2499990891E-03
-33.0000E-09,+62.9374994314E-03
-32.8000E-09,+46.9999997875E-03
-32.6000E-09,-7.9999989831E-03
-32.4000E-09,-27.9999985360E-03
-32.2000E-09,-37.9999983124E-03
-32.0000E-09,-33.7421859076E-03
-31.8000E-09,-29.2499985080E-03
-31.6000E-09,-16.7499987874E-03
-31.4000E-09,-14.2499988433E-03
-31.2000E-09,-9.8749989411E-03
-31.0000E-09,-9.2890614542E-03
-30.8000E-09,-8.6249989690E-03
-30.6000E-09,-6.7499990109E-03
-30.4000E-09,-4.2499990668E-03
-30.2000E-09,-4.2499990668E-03
-30.0000E-09,-2.4531241070E-03
-29.8000E-09,-499.9991506E-06
-29.6000E-09,+2.0000007935E-03
-29.4000E-09,+7.6250006678E-03
-29.2000E-09,+20.1250003884E-03
-29.0000E-09,+21.6484378543E-03
-28.8000E-09,+23.2500003185E-03
-28.6000E-09,+20.1250003883E-03
-28.4000E-09,+13.8750005280E-03
-28.2000E-09,+6.3750006957E-03
-28.0000E-09,+3.2890632647E-03
-27.8000E-09,+125.0008354E-06
-27.6000E-09,-5.4999990389E-03
-27.4000E-09,-7.9999989830E-03
-27.2000E-09,-6.7499990109E-03
-27.0000E-09,-7.6874989900E-03
-26.8000E-09,-8.6249989690E-03
-26.6000E-09,-8.6249989690E-03
-26.4000E-09,-6.7499990109E-03
-26.2000E-09,-4.2499990668E-03
-26.0000E-09,-4.5624990598E-03
-25.8000E-09,-4.8749990528E-03
-25.6000E-09,-3.6249990808E-03
-25.4000E-09,+2.0000007936E-03
-25.2000E-09,+30.1250001649E-03
-25.0000E-09,+52.4296871664E-03
-24.8000E-09,+75.7499991450E-03
-24.6000E-09,+56.9999995640E-03
-24.4000E-09,-499.9991507E-06
-24.2000E-09,-22.9999986477E-03
-24.0000E-09,-27.9218735377E-03
-23.8000E-09,-32.9999984242E-03
-23.6000E-09,-31.7499984521E-03
-23.4000E-09,-19.2499987315E-03
-23.2000E-09,-16.1249988014E-03
-23.0000E-09,-14.3281238415E-03
-22.8000E-09,-12.3749988852E-03
-22.6000E-09,-9.8749989411E-03
-22.4000E-09,-8.6249989690E-03
-22.2000E-09,-4.2499990668E-03
-22.0000E-09,-3.6640615799E-03
-21.8000E-09,-2.9999990948E-03
-21.6000E-09,-1.7499991227E-03
-21.4000E-09,-499.9991506E-06
-21.2000E-09,+6.3750006957E-03
-21.0000E-09,+12.1562505665E-03
-20.8000E-09,+18.2500004303E-03
-20.6000E-09,+23.2500003185E-03
-20.4000E-09,+19.5000004023E-03
-20.2000E-09,+13.2500005420E-03
-20.0000E-09,+8.6406256450E-03
-19.8000E-09,+3.8750007516E-03
-19.6000E-09,-1.1249991367E-03
-19.4000E-09,-6.1249990249E-03
-19.2000E-09,-8.6249989690E-03
-19.0000E-09,-8.9374989620E-03
-18.8000E-09,-9.2499989551E-03
-18.6000E-09,-8.6249989690E-03
-18.4000E-09,-7.9999989830E-03
-18.2000E-09,-7.3749989970E-03
-18.0000E-09,-7.3749989970E-03
-17.8000E-09,-7.3749989970E-03
-17.6000E-09,-6.7499990109E-03
-17.4000E-09,-2.3749991087E-03
-17.2000E-09,+2.6250007795E-03
-17.0000E-09,+11.7656255752E-03
-16.8000E-09,+21.3750003605E-03
-16.6000E-09,+70.1249992708E-03
-16.4000E-09,+68.8749992986E-03
-16.2000E-09,+10.1250006118E-03
-16.0000E-09,-5.4999990389E-03
-15.8000E-09,-21.7499986757E-03
-15.6000E-09,-33.6249984102E-03
-15.4000E-09,-34.8749983823E-03
-15.2000E-09,-21.1249986896E-03
-15.0000E-09,-18.3906237507E-03
-14.8000E-09,-15.4999988153E-03
-14.6000E-09,-11.7499988992E-03
-14.4000E-09,-7.9999989830E-03
-14.2000E-09,-8.6249989690E-03
-14.0000E-09,-5.8906240301E-03
-13.8000E-09,-2.9999990947E-03
-13.6000E-09,-1.1249991367E-03
-13.4000E-09,-1.7499991227E-03
-13.2000E-09,+125.0008354E-06
-13.0000E-09,+1.9218757952E-03
-12.8000E-09,+3.8750007516E-03
-12.6000E-09,+15.1250005001E-03
-12.4000E-09,+20.7500003744E-03
-12.2000E-09,+20.1250003884E-03
-12.0000E-09,+18.2890629294E-03
-11.8000E-09,+16.3750004722E-03
-11.6000E-09,+8.2500006538E-03
-11.4000E-09,+1.3750008074E-03
-11.2000E-09,-2.3749991087E-03
-11.0000E-09,-4.5234365607E-03
-10.8000E-09,-6.7499990109E-03
-10.6000E-09,-7.9999989830E-03
-10.4000E-09,-10.4999989271E-03
-10.2000E-09,-11.1249989131E-03
-10.0000E-09,-10.5390614262E-03
-9.8000E-09,-9.8749989411E-03
-9.6000E-09,-8.6249989690E-03
-9.4000E-09,-5.4999990389E-03
-9.2000E-09,-2.9999990948E-03
-9.0000E-09,-2.1015616148E-03
-8.8000E-09,-1.1249991366E-03
-8.6000E-09,+12.0000005701E-03
-8.4000E-09,+60.7499994804E-03
-8.2000E-09,+73.8749991869E-03
-8.0000E-09,+48.1718747614E-03
-7.8000E-09,+21.3750003603E-03
-7.6000E-09,-20.4999987036E-03
-7.4000E-09,-31.7499984522E-03
-7.2000E-09,-37.9999983124E-03
-7.0000E-09,-31.2812484626E-03
-6.8000E-09,-24.2499986198E-03
-6.6000E-09,-14.2499988433E-03
-6.4000E-09,-11.1249989131E-03
-6.2000E-09,-7.9999989830E-03
-6.0000E-09,-8.3124989760E-03
-5.8000E-09,-8.6249989690E-03
-5.6000E-09,-5.4999990389E-03
-5.4000E-09,-2.3749991087E-03
-5.2000E-09,-1.7499991227E-03
-5.0000E-09,-851.5616428E-06
-4.8000E-09,+125.0008354E-06
-4.6000E-09,+1.3750008075E-03
-4.4000E-09,+12.0000005700E-03
-4.2000E-09,+22.0000003465E-03
-4.0000E-09,+21.3750003604E-03
-3.8000E-09,+20.7500003744E-03
-3.6000E-09,+18.2500004303E-03
-3.4000E-09,+13.2500005420E-03
-3.2000E-09,+3.2500007655E-03
-3.0000E-09,-148.4366585E-06
-2.8000E-09,-3.6249990808E-03
-2.6000E-09,-7.3749989970E-03
-2.4000E-09,-9.8749989411E-03
-2.2000E-09,-11.7499988992E-03
-2.0000E-09,-11.1640614123E-03
-1.8000E-09,-10.4999989271E-03
-1.6000E-09,-7.3749989970E-03
-1.4000E-09,-3.6249990808E-03
-1.2000E-09,-2.9999990948E-03
-1.0000E-09,-2.1015616148E-03
-800.0E-12,-1.1249991367E-03
-600.0E-12,+750.0008215E-06
-400.0E-12,+10.1250006120E-03
-200.0E-12,+50.1249997178E-03
+0.0E+00,+63.8749994105E-03
+200.0E-12,+78.2499990890E-03
+400.0E-12,+33.2500000949E-03
+600.0E-12,-16.1249988014E-03
+800.0E-12,-28.6249985220E-03
+1.0000E-09,-32.6093734329E-03
+1.2000E-09,-36.7499983404E-03
+1.4000E-09,-25.4999985918E-03
+1.6000E-09,-16.7499987874E-03
+1.8000E-09,-12.9999988712E-03
+2.0000E-09,-10.2656239323E-03
+2.2000E-09,-7.3749989970E-03
+2.4000E-09,-8.6249989690E-03
+2.6000E-09,-6.7499990109E-03
+2.8000E-09,-4.8749990528E-03
+3.0000E-09,-3.6640615799E-03
+3.2000E-09,-2.3749991087E-03
+3.4000E-09,+1.3750008075E-03
+3.6000E-09,+3.8750007516E-03
+3.8000E-09,+11.3750005839E-03
+4.0000E-09,+15.0078130027E-03
+4.2000E-09,+18.8750004163E-03
+4.4000E-09,+20.1250003884E-03
+4.6000E-09,+17.0000004582E-03
+4.8000E-09,+11.3750005839E-03
+5.0000E-09,+6.7656256870E-03
+5.2000E-09,+2.0000007935E-03
+5.4000E-09,-2.9999990948E-03
+5.6000E-09,-8.6249989690E-03
+5.8000E-09,-11.1249989131E-03
+6.0000E-09,-10.5390614262E-03
+6.2000E-09,-9.8749989411E-03
+6.4000E-09,-8.6249989690E-03
+6.6000E-09,-8.6249989690E-03
+6.8000E-09,-7.3749989970E-03
+7.0000E-09,-5.8515615310E-03
+7.2000E-09,-4.2499990668E-03
+7.4000E-09,-4.2499990668E-03
+7.6000E-09,-1.7499991227E-03
+7.8000E-09,+5.7500007097E-03
+8.0000E-09,+22.5468753343E-03
+8.2000E-09,+40.1249999414E-03
+8.4000E-09,+81.9999990053E-03
+8.6000E-09,+48.2499997596E-03
+8.8000E-09,-9.2499989551E-03
+9.0000E-09,-17.2187487770E-03
+9.2000E-09,-25.4999985919E-03
+9.4000E-09,-37.3749983264E-03
+9.6000E-09,-31.7499984521E-03
+9.8000E-09,-20.4999987036E-03
+10.0000E-09,-18.0781237577E-03
+10.2000E-09,-15.4999988153E-03
+10.4000E-09,-9.2499989551E-03
+10.6000E-09,-7.9999989830E-03
+10.8000E-09,-6.7499990109E-03
+11.0000E-09,-4.6406240581E-03
+11.2000E-09,-2.3749991087E-03
+11.4000E-09,-2.3749991087E-03
+11.6000E-09,+750.0008214E-06
+11.8000E-09,+5.1250007236E-03
+12.0000E-09,+8.4843756486E-03
+12.2000E-09,+12.0000005700E-03
+12.4000E-09,+22.0000003465E-03
+12.6000E-09,+22.6250003325E-03
+12.8000E-09,+18.2500004303E-03
+13.0000E-09,+15.1640629992E-03
+13.2000E-09,+12.0000005699E-03
+13.4000E-09,+3.8750007516E-03
+13.6000E-09,-1.7499991227E-03
+13.8000E-09,-6.7499990109E-03
+14.0000E-09,-8.5859364699E-03
+14.2000E-09,-10.4999989271E-03
+14.4000E-09,-10.4999989271E-03
+14.6000E-09,-8.6249989690E-03
+14.8000E-09,-7.9999989830E-03
+15.0000E-09,-7.7265614891E-03
+15.2000E-09,-7.3749989970E-03
+15.4000E-09,-6.7499990109E-03
+15.6000E-09,-4.8749990528E-03
+15.8000E-09,-2.3749991087E-03
+16.0000E-09,+46.8758371E-06
+16.2000E-09,+2.6250007796E-03
+16.4000E-09,+29.5000001789E-03
+16.6000E-09,+76.3749991310E-03
+16.8000E-09,+58.8749995222E-03
+17.0000E-09,+30.0859376656E-03
+17.2000E-09,+125.0008353E-06
+17.4000E-09,-25.4999985919E-03
+17.6000E-09,-37.3749983264E-03
+17.8000E-09,-36.1249983543E-03
+18.0000E-09,-29.4062485045E-03
+18.2000E-09,-22.3749986617E-03
+18.4000E-09,-16.1249988014E-03
+18.6000E-09,-12.3749988852E-03
+18.8000E-09,-9.2499989551E-03
+19.0000E-09,-9.5624989481E-03
+19.2000E-09,-9.8749989411E-03
+19.4000E-09,-5.4999990389E-03
+19.6000E-09,-3.6249990808E-03
+19.8000E-09,+125.0008354E-06
+20.0000E-09,+1.3359383083E-03
+20.2000E-09,+2.6250007795E-03
+20.4000E-09,+8.2500006538E-03
+20.6000E-09,+18.8750004163E-03
+20.8000E-09,+23.8750003045E-03
+21.0000E-09,+22.9375003255E-03
+21.2000E-09,+22.0000003464E-03
+21.4000E-09,+16.3750004722E-03
+21.6000E-09,+7.0000006817E-03
+21.8000E-09,-1.1249991367E-03
+22.0000E-09,-3.5859365817E-03
+22.2000E-09,-6.1249990249E-03
+22.4000E-09,-8.6249989690E-03
+22.6000E-09,-8.6249989690E-03
+22.8000E-09,-9.8749989411E-03
+23.0000E-09,-10.1874989341E-03
+23.2000E-09,-10.4999989271E-03
+23.4000E-09,-8.6249989690E-03
+23.6000E-09,-5.4999990389E-03
+23.8000E-09,-2.3749991087E-03
+24.0000E-09,-1.4765616288E-03
+24.2000E-09,-499.9991506E-06
+24.4000E-09,+2.0000007935E-03
+24.6000E-09,+20.7500003745E-03
+24.8000E-09,+71.3749992428E-03
+25.0000E-09,+69.5390617839E-03
+25.2000E-09,+67.6249993265E-03
+25.4000E-09,+11.3750005839E-03
+25.6000E-09,-18.6249987455E-03
+25.8000E-09,-31.7499984521E-03
+26.0000E-09,-33.5859359111E-03
+26.2000E-09,-35.4999983683E-03
+26.4000E-09,-24.2499986198E-03
+26.6000E-09,-17.9999987595E-03
+26.8000E-09,-12.3749988852E-03
+27.0000E-09,-10.8515614193E-03
+27.2000E-09,-9.2499989551E-03
+27.4000E-09,-9.8749989411E-03
+27.6000E-09,-6.7499990109E-03
+27.8000E-09,-3.6249990808E-03
+28.0000E-09,-3.0390615939E-03
+28.2000E-09,-2.3749991087E-03
+28.4000E-09,+2.0000007935E-03
+28.6000E-09,+6.3750006957E-03
+28.8000E-09,+15.1250005001E-03
+29.0000E-09,+18.1718754320E-03
+29.2000E-09,+21.3750003604E-03
+29.4000E-09,+19.5000004023E-03
+29.6000E-09,+16.3750004722E-03
+29.8000E-09,+7.6250006678E-03
+30.0000E-09,+4.2265632437E-03
+30.2000E-09,+750.0008214E-06
+30.4000E-09,-4.8749990529E-03
+30.6000E-09,-9.2499989551E-03
+30.8000E-09,-12.9999988712E-03
+31.0000E-09,-12.9999988712E-03
+31.2000E-09,-12.9999988712E-03
+31.4000E-09,-11.1249989131E-03
+31.6000E-09,-7.3749989970E-03
+31.8000E-09,-5.4999990389E-03
+32.0000E-09,-4.9140615520E-03
+32.2000E-09,-4.2499990668E-03
+32.4000E-09,-2.9999990947E-03
+32.6000E-09,+750.0008215E-06
+32.8000E-09,+14.5000005141E-03
+33.0000E-09,+37.7031249955E-03
+33.2000E-09,+61.9999994524E-03
+33.4000E-09,+75.7499991449E-03
+33.6000E-09,+21.3750003603E-03
+33.8000E-09,-19.8749987176E-03
+34.0000E-09,-24.1718736215E-03
+34.2000E-09,-28.6249985220E-03
+34.4000E-09,-35.4999983683E-03
+34.6000E-09,-25.4999985918E-03
+34.8000E-09,-17.3749987734E-03
+35.0000E-09,-16.1640613005E-03
+35.2000E-09,-14.8749988293E-03
+35.4000E-09,-8.6249989690E-03
+35.6000E-09,-9.2499989550E-03
+35.8000E-09,-5.4999990389E-03
+36.0000E-09,-4.2890615659E-03
+36.2000E-09,-2.9999990947E-03
+36.4000E-09,-1.1249991367E-03
+36.6000E-09,+750.0008214E-06
+36.8000E-09,+3.8750007516E-03
+37.0000E-09,+9.3437506294E-03
+37.2000E-09,+15.1250005001E-03
+37.4000E-09,+22.6250003325E-03
+37.6000E-09,+22.0000003464E-03
+37.8000E-09,+19.5000004023E-03
+38.0000E-09,+15.8281254844E-03
+38.2000E-09,+12.0000005699E-03
+38.4000E-09,+3.2500007655E-03
+38.6000E-09,-2.3749991087E-03
+38.8000E-09,-7.9999989830E-03
+39.0000E-09,-8.6249989690E-03
+39.2000E-09,-9.2499989551E-03
+39.4000E-09,-8.6249989690E-03
+39.6000E-09,-7.3749989970E-03
+39.8000E-09,-7.9999989830E-03
+40.0000E-09,-8.3124989760E-03
