second,Volt
-10.0000E-09,-7.3749989969E-03
-9.5000E-09,-2.9999990947E-03
-9.0000E-09,+750.0008217E-06
-8.5000E-09,+63.8749994103E-03
-8.0000E-09,+17.6250004441E-03
-7.5000E-09,-31.1249984661E-03
-7.0000E-09,-22.3749986617E-03
-6.5000E-09,-12.9999988712E-03
-6.0000E-09,-11.7499988991E-03
-5.5000E-09,-1.7499991227E-03
-5.0000E-09,-1.1249991366E-03
-4.5000E-09,+11.3750005840E-03
-4.0000E-09,+19.5000004023E-03
-3.5000E-09,+9.5000006258E-03
-3.0000E-09,-6.7499990109E-03
-2.5000E-09,-9.2499989551E-03
-2.0000E-09,-9.8749989411E-03
-1.5000E-09,-7.9999989830E-03
-1.0000E-09,-4.2499990668E-03
-500.0E-12,+10.7500005982E-03
+0.0E+00,+79.4999990609E-03
+500.0E-12,-14.2499988434E-03
+1.0000E-09,-37.3749983263E-03
+1.5000E-09,-16.7499987874E-03
+2.0000E-09,-8.6249989690E-03
+2.5000E-09,-6.7499990109E-03
+3.0000E-09,-4.2499990668E-03
+3.5000E-09,+4.5000007377E-03
+4.0000E-09,+20.7500003744E-03
+4.5000E-09,+18.8750004162E-03
+5.0000E-09,+2.6250007795E-03
+5.5000E-09,-7.3749989970E-03
+6.0000E-09,-7.9999989830E-03
+6.5000E-09,-7.9999989830E-03
+7.0000E-09,-7.3749989969E-03
+7.5000E-09,-1.1249991365E-03
+8.0000E-09,+42.6249998854E-03
+8.5000E-09,+38.2499999830E-03
+9.0000E-09,-27.3749985499E-03
+9.5000E-09,-30.4999984800E-03
+10.0000E-09,-13.6249988573E-03
+10.5000E-09,-9.8749989411E-03
+11.0000E-09,-7.3749989969E-03
+11.5000E-09,-1.7499991226E-03
+12.0000E-09,+10.7500005980E-03
+12.5000E-09,+24.5000002905E-03
+13.0000E-09,+13.2500005420E-03
+13.5000E-09,-1.1249991367E-03
+14.0000E-09,-8.6249989690E-03
+14.5000E-09,-10.4999989271E-03
+15.0000E-09,-7.9999989830E-03
+15.5000E-09,-5.4999990388E-03
+16.0000E-09,+2.6250007798E-03
+16.5000E-09,+79.4999990609E-03
+17.0000E-09,-2.9999990949E-03
+17.5000E-09,-35.4999983683E-03
+18.0000E-09,-19.8749987175E-03
+18.5000E-09,-10.4999989271E-03
+19.0000E-09,-4.8749990528E-03
+19.5000E-09,-1.1249991367E-03
+20.0000E-09,+1.3750008075E-03
+20.5000E-09,+16.3750004722E-03
+21.0000E-09,+18.2500004302E-03
+21.5000E-09,+5.1250007236E-03
+22.0000E-09,-8.6249989690E-03
+22.5000E-09,-12.9999988712E-03
+23.0000E-09,-11.1249989131E-03
+23.5000E-09,-6.7499990109E-03
+24.0000E-09,-1.7499991226E-03
+24.5000E-09,+25.7500002628E-03
+25.0000E-09,+64.4999993962E-03
+25.5000E-09,-21.7499986757E-03
+26.0000E-09,-34.8749983822E-03
+26.5000E-09,-13.6249988572E-03
+27.0000E-09,-6.1249990249E-03
+27.5000E-09,-5.4999990389E-03
+28.0000E-09,-2.3749991087E-03
+28.5000E-09,+6.3750006958E-03
+29.0000E-09,+22.0000003464E-03
+29.5000E-09,+16.3750004721E-03
+30.0000E-09,+125.0008354E-06
+30.5000E-09,-7.9999989830E-03
+31.0000E-09,-9.8749989411E-03
+31.5000E-09,-7.3749989970E-03
+32.0000E-09,-3.6249990808E-03
+32.5000E-09,+750.0008217E-06
+33.0000E-09,+68.2499993125E-03
+33.5000E-09,+17.0000004580E-03
+34.0000E-09,-36.1249983543E-03
+34.5000E-09,-26.7499985639E-03
+35.0000E-09,-16.1249988014E-03
+35.5000E-09,-9.2499989550E-03
+36.0000E-09,-4.8749990528E-03
+36.5000E-09,-499.9991506E-06
+37.0000E-09,+13.8750005281E-03
+37.5000E-09,+20.7500003744E-03
+38.0000E-09,+10.1250006118E-03
+38.5000E-09,-2.9999990948E-03
+39.0000E-09,-6.7499990109E-03
+39.5000E-09,-7.9999989830E-03
+40.0000E-09,-7.3749989970E-03
+40.5000E-09,-4.2499990668E-03
+41.0000E-09,+9.5000006261E-03
+41.5000E-09,+76.3749991307E-03
+42.0000E-09,-15.4999988154E-03
+42.5000E-09,-36.7499983403E-03
+43.0000E-09,-16.1249988014E-03
+43.5000E-09,-7.9999989830E-03
+44.0000E-09,-4.8749990528E-03
+44.5000E-09,-499.9991506E-06
+45.0000E-09,+4.5000007377E-03
+45.5000E-09,+21.3750003604E-03
+46.0000E-09,+20.7500003743E-03
+46.5000E-09,+2.0000007935E-03
+47.0000E-09,-7.9999989830E-03
+47.5000E-09,-11.1249989132E-03
+48.0000E-09,-12.9999988712E-03
+48.5000E-09,-7.9999989830E-03
+49.0000E-09,-5.4999990387E-03
+49.5000E-09,+44.4999998435E-03
+50.0000E-09,+41.9999998992E-03
+50.5000E-09,-26.1249985779E-03
+51.0000E-09,-27.9999985359E-03
+51.5000E-09,-12.9999988712E-03
+52.0000E-09,-7.9999989830E-03
+52.5000E-09,-5.4999990389E-03
+53.0000E-09,-499.9991506E-06
+53.5000E-09,+9.5000006259E-03
+54.0000E-09,+20.7500003744E-03
+54.5000E-09,+13.2500005420E-03
+55.0000E-09,-2.3749991087E-03
+55.5000E-09,-9.2499989551E-03
+56.0000E-09,-7.9999989830E-03
+56.5000E-09,-6.1249990249E-03
+57.0000E-09,-4.2499990668E-03
+57.5000E-09,+4.5000007379E-03
+58.0000E-09,+81.3749990190E-03
+58.5000E-09,-3.6249990809E-03
+59.0000E-09,-37.3749983263E-03
+59.5000E-09,-17.3749987734E-03
+60.0000E-09,-11.7499988992E-03
+60.5000E-09,-9.8749989411E-03
+61.0000E-09,-5.4999990389E-03
+61.5000E-09,+125.0008355E-06
+62.0000E-09,+17.0000004582E-03
+62.5000E-09,+18.8750004163E-03
+63.0000E-09,+6.3750006957E-03
+63.5000E-09,-5.4999990389E-03
+64.0000E-09,-10.4999989271E-03
+64.5000E-09,-9.8749989411E-03
+65.0000E-09,-5.4999990389E-03
+65.5000E-09,-1.7499991226E-03
+66.0000E-09,+22.6250003326E-03
+66.5000E-09,+63.2499994241E-03
+67.0000E-09,-22.9999986478E-03
+67.5000E-09,-34.8749983822E-03
+68.0000E-09,-14.2499988433E-03
+68.5000E-09,-7.9999989830E-03
+69.0000E-09,-4.8749990528E-03
+69.5000E-09,-1.1249991366E-03
+70.0000E-09,+5.1250007237E-03
+70.5000E-09,+22.0000003464E-03
+71.0000E-09,+15.7500004861E-03
+71.5000E-09,+2.0000007935E-03
+72.0000E-09,-7.9999989830E-03
+72.5000E-09,-10.4999989271E-03
+73.0000E-09,-6.7499990109E-03
+73.5000E-09,-6.7499990109E-03
+74.0000E-09,-2.3749991085E-03
+74.5000E-09,+64.4999993963E-03
+75.0000E-09,+15.7500004860E-03
+75.5000E-09,-32.3749984381E-03
+76.0000E-09,-23.6249986337E-03
+76.5000E-09,-12.3749988852E-03
+77.0000E-09,-9.8749989411E-03
+77.5000E-09,-4.2499990668E-03
+78.0000E-09,+1.3750008075E-03
+78.5000E-09,+15.1250005001E-03
+79.0000E-09,+19.5000004023E-03
+79.5000E-09,+7.0000006817E-03
+80.0000E-09,-4.2499990668E-03
+80.5000E-09,-9.2499989551E-03
+81.0000E-09,-9.8749989411E-03
+81.5000E-09,-7.3749989969E-03
+82.0000E-09,-2.3749991087E-03
+82.5000E-09,+12.0000005702E-03
+83.0000E-09,+80.7499990330E-03
+83.5000E-09,-16.7499987875E-03
+84.0000E-09,-35.4999983683E-03
+84.5000E-09,-15.4999988153E-03
+85.0000E-09,-9.2499989550E-03
+85.5000E-09,-6.7499990109E-03
+86.0000E-09,-2.3749991087E-03
+86.5000E-09,+2.0000007935E-03
+87.0000E-09,+20.1250003883E-03
+87.5000E-09,+16.3750004721E-03
+88.0000E-09,-1.1249991367E-03
+88.5000E-09,-8.6249989690E-03
+89.0000E-09,-8.6249989690E-03
+89.5000E-09,-9.2499989550E-03
+90.0000E-09,-5.4999990389E-03
+90.5000E-09,-499.9991505E-06
