second,Volt
+62.7566000E-06,-1.5625000233E-03
+62.7568000E-06,-1.5625000244E-03
+62.7570000E-06,-2.3437500349E-03
+62.7572000E-06,-2.3437500303E-03
+62.7574000E-06,+781.2500109E-06
+62.7576000E-06,+292.9687539E-06
+62.7578000E-06,-1.2E-12
+62.7580000E-06,-781.2500105E-06
+62.7582000E-06,+3.5E-12
+62.7584000E-06,+2.3437500335E-03
+62.7586000E-06,+1.4160156451E-03
+62.7588000E-06,+781.2500105E-06
+62.7590000E-06,-2.4E-12
+62.7592000E-06,-1.5625000233E-03
+62.7594000E-06,-1.5625000233E-03
+62.7596000E-06,-1.5625000233E-03
+62.7598000E-06,-1.5625000173E-03
+62.7600000E-06,+2.3437500825E-03
+62.7602000E-06,+33.5937505685E-03
+62.7604000E-06,+78.1250011399E-03
+62.7606000E-06,+62.2558602851E-03
+62.7608000E-06,+50.7812506598E-03
+62.7610000E-06,-12.5000002246E-03
+62.7612000E-06,-37.5000005696E-03
+62.7614000E-06,-44.5312506552E-03
+62.7616000E-06,-39.1113287017E-03
+62.7618000E-06,-35.1562504829E-03
+62.7620000E-06,-8.5937501075E-03
+62.7622000E-06,+4.6875000783E-03
+62.7624000E-06,+10.1562501485E-03
+62.7626000E-06,+8.3007813717E-03
+62.7628000E-06,+7.0312500939E-03
+62.7630000E-06,-7.3E-12
+62.7632000E-06,-4.6875000747E-03
+62.7634000E-06,-7.8125001150E-03
+62.7636000E-06,-6.9335938523E-03
+62.7638000E-06,-6.2500000895E-03
+62.7640000E-06,-3.9062500558E-03
+62.7642000E-06,-2.3437500349E-03
+62.7644000E-06,-2.3437500342E-03
+62.7646000E-06,-1.9042969028E-03
+62.7648000E-06,-1.5625000245E-03
+62.7650000E-06,-2.3437500325E-03
+62.7652000E-06,-781.2500104E-06
+62.7654000E-06,-800E-15
+62.7656000E-06,-488.2812577E-06
+62.7658000E-06,-781.2500116E-06
+62.7660000E-06,-781.2500141E-06
+62.7662000E-06,-2.3437500349E-03
+62.7664000E-06,-2.3437500349E-03
+62.7666000E-06,-2.3437500349E-03
+62.7668000E-06,-2.3437500337E-03
+62.7670000E-06,-1.5625000208E-03
+62.7672000E-06,+1.3E-12
+62.7674000E-06,+781.2500116E-06
+62.7676000E-06,+781.2500116E-06
+62.7678000E-06,+781.2500104E-06
+62.7680000E-06,+2.5E-12
+62.7682000E-06,+1.5625000623E-03
+62.7684000E-06,+25.7812504287E-03
+62.7686000E-06,+53.3691414527E-03
+62.7688000E-06,+73.4375010741E-03
+62.7690000E-06,+60.9375008067E-03
+62.7692000E-06,-1.5625000766E-03
+62.7694000E-06,-34.3750005225E-03
+62.7696000E-06,-40.7226568643E-03
+62.7698000E-06,-45.3125006663E-03
+62.7700000E-06,-39.8437505542E-03
+62.7702000E-06,-15.6250002035E-03
+62.7704000E-06,+2.3437500400E-03
+62.7706000E-06,+5.4687500853E-03
+62.7708000E-06,+7.8125001151E-03
+62.7710000E-06,+7.0312500984E-03
+62.7712000E-06,+3.1250000414E-03
+62.7714000E-06,-2.3E-12
+62.7716000E-06,-1.3671875220E-03
+62.7718000E-06,-2.3437500388E-03
+62.7720000E-06,-4.6875000698E-03
+62.7722000E-06,-4.6875000698E-03
+62.7724000E-06,-4.6875000661E-03
+62.7726000E-06,-2.4414062836E-03
+62.7728000E-06,-781.2500116E-06
+62.7730000E-06,-781.2500116E-06
+62.7732000E-06,-781.2500116E-06
+62.7734000E-06,-781.2500132E-06
+62.7736000E-06,-1.7089844015E-03
+62.7738000E-06,-2.3437500336E-03
+62.7740000E-06,-1.5625000259E-03
+62.7742000E-06,-3.1250000453E-03
+62.7744000E-06,-2.3437500342E-03
+62.7746000E-06,-1.9042969028E-03
+62.7748000E-06,-1.5625000220E-03
+62.7750000E-06,-781.2500090E-06
+62.7752000E-06,+781.2500130E-06
+62.7754000E-06,+1.5625000240E-03
+62.7756000E-06,+2.0019531554E-03
+62.7758000E-06,+2.3437500309E-03
+62.7760000E-06,-1.3E-12
+62.7762000E-06,-781.2500090E-06
+62.7764000E-06,+781.2500263E-06
+62.7766000E-06,+9.3750001504E-03
+62.7768000E-06,+15.6250003155E-03
+62.7770000E-06,+64.0625009640E-03
+62.7772000E-06,+69.5312509305E-03
+62.7774000E-06,+7.8125000768E-03
+62.7776000E-06,-15.2832033815E-03
+62.7778000E-06,-32.0312504974E-03
+62.7780000E-06,-43.7500006519E-03
+62.7782000E-06,-43.7500006116E-03
+62.7784000E-06,-20.3125002801E-03
+62.7786000E-06,-7.2265625912E-03
+62.7788000E-06,+2.3437500457E-03
+62.7790000E-06,+8.5937501321E-03
+62.7792000E-06,+10.9375001508E-03
+62.7794000E-06,+3.9062500511E-03
+62.7796000E-06,-195.3125080E-06
+62.7798000E-06,-3.1250000520E-03
+62.7800000E-06,-6.2500000959E-03
+62.7802000E-06,-7.8125001137E-03
+62.7804000E-06,-6.2500000900E-03
+62.7806000E-06,-4.4433594389E-03
+62.7808000E-06,-3.1250000425E-03
+62.7810000E-06,-781.2500075E-06
+62.7812000E-06,+1.5625000233E-03
+62.7814000E-06,+1.5625000224E-03
+62.7816000E-06,+1.0742187655E-03
+62.7818000E-06,+781.2500075E-06
+62.7820000E-06,-1.5625000233E-03
+62.7822000E-06,-1.5625000205E-03
+62.7824000E-06,+0.0E+00
+62.7826000E-06,+0.0E+00
+62.7828000E-06,-2.8E-12
+62.7830000E-06,-1.5625000233E-03
+62.7832000E-06,-1.5625000233E-03
+62.7834000E-06,-1.5625000225E-03
+62.7836000E-06,-1.1230468911E-03
+62.7838000E-06,-781.2500102E-06
+62.7840000E-06,-2.8E-12
+62.7842000E-06,-1.5625000233E-03
+62.7844000E-06,-1.5625000209E-03
+62.7846000E-06,-244.1406268E-06
+62.7848000E-06,+781.2500285E-06
+62.7850000E-06,+10.1562502314E-03
+62.7852000E-06,+54.6875008543E-03
+62.7854000E-06,+76.5625010829E-03
+62.7856000E-06,+44.3847662444E-03
+62.7858000E-06,+21.0937502255E-03
+62.7860000E-06,-28.1250004417E-03
+62.7862000E-06,-40.6250006167E-03
+62.7864000E-06,-46.8750006772E-03
+62.7866000E-06,-35.1074223826E-03
+62.7868000E-06,-26.5625003532E-03
+62.7870000E-06,-3.1250000281E-03
+62.7872000E-06,+7.0312501105E-03
+62.7874000E-06,+10.1562501447E-03
+62.7876000E-06,+6.4941407170E-03
+62.7878000E-06,+3.9062500454E-03
+62.7880000E-06,-3.1250000509E-03
+62.7882000E-06,-5.4687500872E-03
+62.7884000E-06,-8.5937501264E-03
+62.7886000E-06,-7.7148438637E-03
+62.7888000E-06,-7.0312501005E-03
+62.7890000E-06,-4.6875000598E-03
+62.7892000E-06,+781.2500131E-06
+62.7894000E-06,+1.5625000216E-03
+62.7896000E-06,+634.7656333E-06
+62.7898000E-06,+2.9E-12
+62.7900000E-06,+1.5625000204E-03
+62.7902000E-06,-2.9E-12
+62.7904000E-06,-1.5625000242E-03
+62.7906000E-06,-2.0507812811E-03
+62.7908000E-06,-2.3437500349E-03
+62.7910000E-06,-2.3437500335E-03
+62.7912000E-06,-1.5625000233E-03
+62.7914000E-06,-1.5625000216E-03
+62.7916000E-06,-683.5937589E-06
+62.7918000E-06,+2.9E-12
+62.7920000E-06,+1.5625000189E-03
+62.7922000E-06,-781.2500116E-06
+62.7924000E-06,-781.2500126E-06
+62.7926000E-06,-1.2695312695E-03
+62.7928000E-06,-1.5625000233E-03
+62.7930000E-06,-1.5625000100E-03
+62.7932000E-06,+5.4687501552E-03
+62.7934000E-06,+44.5312506994E-03
+62.7936000E-06,+63.5253915977E-03
+62.7938000E-06,+77.3437510726E-03
+62.7940000E-06,+35.1562504172E-03
+62.7942000E-06,-21.0937503469E-03
+62.7944000E-06,-38.2812505791E-03
+62.7946000E-06,-42.8222662693E-03
+62.7948000E-06,-46.0937506586E-03
+62.7950000E-06,-31.2500004195E-03
+62.7952000E-06,-7.0312500794E-03
+62.7954000E-06,+6.2500000991E-03
+62.7956000E-06,+9.3750001442E-03
+62.7958000E-06,+11.7187501656E-03
+62.7960000E-06,+7.0312500928E-03
+62.7962000E-06,+781.2500011E-06
+62.7964000E-06,-4.6875000725E-03
+62.7966000E-06,-6.0546875921E-03
+62.7968000E-06,-7.0312501033E-03
+62.7970000E-06,-6.2500000871E-03
+62.7972000E-06,-3.1250000466E-03
+62.7974000E-06,-3.1250000466E-03
+62.7976000E-06,-3.1250000466E-03
+62.7978000E-06,-3.1250000451E-03
+62.7980000E-06,-2.3437500334E-03
+62.7982000E-06,-1.5625000218E-03
+62.7984000E-06,-781.2500108E-06
+62.7986000E-06,-341.7968794E-06
+62.7988000E-06,-1.5E-12
+62.7990000E-06,-781.2500132E-06
+62.7992000E-06,-1.5625000202E-03
+62.7994000E-06,+900E-15
+62.7996000E-06,+439.4531322E-06
+62.7998000E-06,+781.2500101E-06
+62.8000000E-06,+1.5E-12
+62.8002000E-06,+781.2500101E-06
+62.8004000E-06,+900E-15
+62.8006000E-06,+439.4531322E-06
+62.8008000E-06,+781.2500070E-06
+62.8010000E-06,-1.5625000233E-03
+62.8012000E-06,-1.5625000156E-03
+62.8014000E-06,+2.3437500715E-03
+62.8016000E-06,+20.8496097124E-03
+62.8018000E-06,+34.3750005974E-03
+62.8020000E-06,+77.3437510967E-03
+62.8022000E-06,+49.2187506078E-03
+62.8024000E-06,-14.0625002339E-03
+62.8026000E-06,-26.3183597848E-03
+62.8028000E-06,-35.1562505441E-03
+62.8030000E-06,-45.3125006596E-03
+62.8032000E-06,-37.5000005026E-03
+62.8034000E-06,-9.3750001216E-03
+62.8036000E-06,-341.7968669E-06
+62.8038000E-06,+6.2500001025E-03
+62.8040000E-06,+10.9375001598E-03
+62.8042000E-06,+9.3750001224E-03
+62.8044000E-06,+781.2500053E-06
+62.8046000E-06,-2.3925781653E-03
+62.8048000E-06,-4.6875000761E-03
+62.8050000E-06,-7.8125001133E-03
+62.8052000E-06,-6.2500000884E-03
+62.8054000E-06,-3.9062500564E-03
+62.8056000E-06,-3.0273437937E-03
+62.8058000E-06,-2.3437500318E-03
+62.8060000E-06,-781.2500116E-06
+62.8062000E-06,-781.2500101E-06
+62.8064000E-06,+0.0E+00
+62.8066000E-06,+0.0E+00
+62.8068000E-06,-1.6E-12
+62.8070000E-06,-781.2500116E-06
+62.8072000E-06,-781.2500164E-06
+62.8074000E-06,-3.1250000476E-03
+62.8076000E-06,-3.6132813044E-03
+62.8078000E-06,-3.9062500566E-03
+62.8080000E-06,-3.1250000450E-03
+62.8082000E-06,-2.3437500301E-03
+62.8084000E-06,+900E-15
+62.8086000E-06,+439.4531323E-06
+62.8088000E-06,+781.2500100E-06
+62.8090000E-06,-1.6E-12
+62.8092000E-06,-781.2500100E-06
+62.8094000E-06,+2.7E-12
+62.8096000E-06,+1.3183593968E-03
+62.8098000E-06,+2.3437500786E-03
+62.8100000E-06,+23.4375004496E-03
+62.8102000E-06,+71.8750010516E-03
+62.8104000E-06,+62.5000008543E-03
+62.8106000E-06,+25.3906253224E-03
+62.8108000E-06,-1.5625000948E-03
+62.8110000E-06,-35.9375005583E-03
+62.8112000E-06,-46.8750006871E-03
+62.8114000E-06,-41.4062505868E-03
+62.8116000E-06,-26.9531253796E-03
+62.8118000E-06,-16.4062502036E-03
+62.8120000E-06,+3.1250000629E-03
+62.8122000E-06,+10.9375001581E-03
+62.8124000E-06,+8.5937501185E-03
+62.8126000E-06,+4.0527344285E-03
+62.8128000E-06,+781.2500018E-06
+62.8130000E-06,-3.9062500615E-03
+62.8132000E-06,-5.4687500815E-03
+62.8134000E-06,-5.4687500806E-03
+62.8136000E-06,-5.0292969492E-03
+62.8138000E-06,-4.6875000682E-03
+62.8140000E-06,-3.9062500549E-03
+62.8142000E-06,-2.3437500300E-03
+62.8144000E-06,+900E-15
+62.8146000E-06,+439.4531323E-06
+62.8148000E-06,+781.2500133E-06
+62.8150000E-06,+1.5625000200E-03
+62.8152000E-06,-5.0E-12
+62.8154000E-06,-2.3437500331E-03
+62.8156000E-06,-1.4648437704E-03
+62.8158000E-06,-781.2500083E-06
+62.8160000E-06,+781.2500116E-06
+62.8162000E-06,+781.2500100E-06
+62.8164000E-06,-1.0E-12
+62.8166000E-06,-488.2812579E-06
+62.8168000E-06,-781.2500133E-06
+62.8170000E-06,-1.5625000233E-03
+62.8172000E-06,-1.5625000216E-03
+62.8174000E-06,-781.2500116E-06
+62.8176000E-06,-781.2500116E-06
+62.8178000E-06,-781.2500133E-06
+62.8180000E-06,-1.5624999896E-03
+62.8182000E-06,+14.0625003193E-03
+62.8184000E-06,+64.8437509750E-03
+62.8186000E-06,+68.8964854081E-03
+62.8188000E-06,+71.8750009339E-03
+62.8190000E-06,+8.5937500416E-03
+62.8192000E-06,-31.2500004911E-03
+62.8194000E-06,-42.9687506393E-03
+62.8196000E-06,-42.5292975080E-03
+62.8198000E-06,-42.1875006279E-03
